Date,Open,High,Low,Close,Adj Close,Volume
2007-10-12,320.666992,328.933014,308.673004,311.987000,174.163788,13647502
2007-10-15,313.333008,326.000000,311.333008,322.032990,179.771912,9827468
2007-10-16,325.200012,325.200012,315.500000,320.299988,178.804459,6522382
2007-10-17,306.666992,313.733002,274.933014,304.260010,169.850296,13172318
2007-10-18,306.532990,316.532990,286.799988,291.747009,162.865021,11780115
2007-10-19,287.587006,292.000000,267.333008,273.619995,152.745819,14451998
2007-10-22,269.333008,279.127014,260.399994,274.346985,153.151642,8285182
2007-10-23,279.733002,316.266998,279.733002,306.100006,170.877457,17042115
2007-10-24,310.666992,314.000000,295.399994,304.527008,169.999313,11238998
2007-10-25,306.000000,311.286987,303.506989,306.173004,170.918228,7346895
2007-10-26,307.092987,326.399994,305.333008,324.160004,180.959290,10695795
2007-10-29,338.333008,360.000000,333.333008,348.700012,194.658478,13056698
2007-10-30,366.600006,366.666992,349.333008,353.872986,197.546280,11272350
2007-10-31,355.200012,358.592987,345.367004,347.673004,194.085205,4432695
2007-11-01,353.333008,365.467010,348.307007,352.660004,196.869110,10192965
2007-11-02,357.140015,365.333008,340.132996,362.399994,202.306381,5342348
2007-11-05,362.467010,364.532990,349.859985,352.812988,196.954559,5680335
2007-11-06,358.532990,371.333008,356.532990,365.846985,204.230667,8708790
2007-11-07,368.666992,390.666992,364.053009,379.032990,211.591629,9691470
2007-11-08,368.666992,378.532990,366.933014,372.726990,208.071350,5040060
2007-11-12,364.000000,367.106995,350.013000,364.100006,203.255432,7056135
2007-11-13,365.467010,382.000000,358.933014,370.367004,206.753937,7338810
2007-11-14,378.592987,387.427002,374.972992,382.692993,213.634811,5669752
2007-11-15,384.627014,384.627014,371.333008,376.407013,210.125656,5311418
2007-11-16,373.333008,376.000000,361.532990,371.519989,207.397614,2523338
2007-11-19,373.333008,377.386993,369.333008,371.372986,207.315506,3287265
2007-11-20,367.987000,370.000000,349.467010,352.912994,197.010391,11911358
2007-11-21,350.132996,353.940002,327.846985,330.867004,184.703400,5769532
2007-11-22,334.000000,341.352997,318.467010,332.407013,185.563095,9302468
2007-11-23,334.000000,345.333008,330.666992,338.799988,189.131912,4317660
2007-11-26,346.132996,349.320007,344.407013,347.053009,193.739059,6488302
2007-11-27,344.000000,357.820007,341.867004,356.606995,199.072495,4803098
2007-11-28,357.333008,370.399994,357.333008,363.372986,202.849579,6679110
2007-11-29,370.739990,373.200012,340.000000,355.453003,198.428299,10056075
2007-11-30,366.666992,366.666992,345.632996,357.266998,199.440979,7170570
2007-12-03,360.266998,371.733002,358.666992,370.153015,206.634445,4785630
2007-12-04,371.733002,377.333008,370.532990,375.713013,209.738281,5661510
2007-12-05,375.713013,378.592987,366.967010,377.006989,210.460587,4136280
2007-12-06,380.000000,383.333008,370.666992,371.972992,207.650452,3691020
2007-12-07,376.000000,377.200012,364.679993,366.147003,204.398117,3930112
2007-12-10,376.666992,377.040009,354.700012,356.653015,199.098236,4672935
2007-12-11,362.532990,365.333008,353.632996,356.000000,198.733658,7466430
2007-12-12,354.666992,356.920013,350.166992,353.046997,197.085205,7146375
2007-12-13,354.666992,357.040009,344.666992,345.472992,192.857071,8199405
2007-12-14,351.733002,351.733002,340.266998,341.519989,190.650345,8115585
2007-12-17,342.587006,342.587006,320.807007,323.339996,180.501541,9251362
2007-12-18,327.867004,330.399994,313.933014,319.127014,178.149689,13694655
2007-12-19,322.000000,328.666992,315.880005,320.173004,178.733582,8304990
2007-12-20,320.266998,322.666992,312.839996,316.119995,176.471054,5413102
2007-12-24,320.000000,333.312988,318.666992,332.207001,185.451447,5785192
2007-12-26,333.200012,342.933014,332.132996,340.739990,190.214874,4781835
2007-12-27,340.000000,344.000000,338.799988,341.087006,190.408661,5749252
2007-12-28,338.799988,346.532990,333.820007,344.472992,192.298828,3174968
2007-12-31,346.666992,350.532990,342.000000,345.299988,192.760468,2363198
2008-01-01,344.000000,348.000000,341.467010,344.480011,192.302765,1581165
2008-01-02,345.867004,346.653015,333.480011,340.092987,189.853745,3870188
2008-01-03,340.000000,340.000000,332.000000,333.553009,186.202805,5230132
2008-01-04,333.333008,341.446991,328.147003,339.247009,189.381470,4704112
2008-01-07,337.066986,338.653015,333.333008,334.380005,186.664536,4873958
2008-01-08,336.666992,339.579987,330.266998,332.687012,185.719391,6009465
2008-01-09,335.200012,344.799988,323.266998,324.359985,181.070938,7718828
2008-01-10,326.666992,333.066986,323.653015,324.606995,181.208801,10362060
2008-01-11,320.299988,327.867004,320.299988,324.506989,181.153015,4069192
2008-01-14,325.066986,331.286987,325.066986,329.972992,184.204330,3170130
2008-01-15,332.666992,334.666992,319.200012,322.566986,180.070007,5857432
2008-01-16,326.266998,326.266998,302.666992,307.733002,171.789078,8492812
2008-01-17,310.000000,320.000000,303.666992,313.559998,175.041946,6984960
2008-01-18,312.000000,312.000000,304.399994,307.307007,171.551270,6243495
2008-01-21,304.666992,304.666992,265.472992,280.453003,156.560287,7944848
2008-01-22,273.333008,276.666992,240.000000,265.812988,148.387604,13099208
2008-01-23,280.000000,304.613007,272.632996,286.420013,159.891296,12058762
2008-01-24,294.666992,301.333008,276.666992,279.333008,155.935043,8558970
2008-01-25,291.600006,299.987000,285.867004,288.606995,161.112122,7836645
2008-01-28,282.666992,282.666992,272.632996,278.833008,155.655945,9441915
2008-01-29,285.027008,285.027008,272.632996,273.527008,152.693909,5105175
