Date,Open,High,Low,Close,Adj Close,Volume
2007-01-02,939.000000,972.000000,936.099976,968.599976,906.004578,557118
2007-01-03,976.500000,984.900024,970.000000,974.549988,911.569946,759731
2007-01-04,974.549988,977.500000,961.000000,967.349976,904.835388,434685
2007-01-05,969.650024,970.000000,930.000000,934.950012,874.529175,1052426
2007-01-08,934.900024,939.549988,895.000000,897.950012,839.920288,1095284
2007-01-09,905.000000,906.000000,880.000000,886.450012,829.163391,821394
2007-01-10,890.000000,898.799988,872.200012,880.500000,823.597961,550933
2007-01-11,888.000000,909.849976,882.000000,905.799988,847.262939,401987
2007-01-12,914.700012,925.000000,914.000000,922.349976,862.743347,538033
2007-01-15,922.000000,930.000000,903.500000,906.700012,848.104797,911131
2007-01-16,913.000000,913.000000,902.700012,910.650024,851.799500,544718
2007-01-17,930.000000,930.000000,906.000000,908.750000,850.022339,363570
2007-01-18,908.000000,925.000000,902.000000,918.650024,859.282532,587949
2007-01-19,922.000000,924.000000,905.000000,912.299988,853.342896,643196
2007-01-22,915.000000,944.000000,893.650024,938.799988,878.130249,2386230
2007-01-23,940.000000,941.849976,910.099976,918.950012,859.563171,957460
2007-01-24,921.099976,936.400024,914.150024,934.150024,873.780945,1033601
2007-01-25,939.000000,956.000000,927.299988,948.049988,886.782532,1186227
2007-01-29,949.799988,949.799988,927.250000,936.849976,876.306396,444476
2007-01-31,939.000000,941.500000,920.000000,924.900024,865.128540,609536
2007-02-01,939.900024,954.000000,920.000000,940.250000,879.486694,602355
2007-02-02,943.799988,950.000000,940.000000,944.599976,883.555542,445276
2007-02-05,945.000000,965.000000,935.150024,963.250000,901.000305,669844
2007-02-06,965.099976,972.849976,936.000000,952.500000,890.944946,550278
2007-02-07,953.200012,959.900024,943.500000,951.599976,890.103027,213359
2007-02-08,951.950012,966.000000,942.099976,962.549988,900.345459,602126
2007-02-09,963.000000,963.000000,938.099976,941.700012,880.842896,400531
2007-02-12,938.200012,948.599976,907.549988,912.000000,853.062317,433138
2007-02-13,912.000000,924.000000,880.500000,890.900024,833.325806,620657
2007-02-14,945.000000,945.000000,841.099976,857.049988,801.663330,984466
2007-02-15,872.000000,896.000000,866.000000,892.250000,834.588623,621597
2007-02-19,900.000000,923.000000,880.099976,914.049988,854.979736,591776
2007-02-20,919.000000,919.000000,889.000000,892.750000,835.056335,599075
2007-02-21,895.000000,910.250000,885.500000,898.150024,840.107361,442431
2007-02-22,915.000000,915.000000,865.099976,880.000000,823.130249,835805
2007-02-23,888.000000,897.000000,850.000000,863.500000,807.696533,881152
2007-02-26,870.000000,900.000000,846.250000,878.299988,821.540100,875100
2007-02-27,877.000000,894.000000,866.000000,887.049988,829.724670,450104
2007-02-28,850.000000,875.000000,825.500000,841.700012,787.305359,1075465
2007-03-01,848.000000,870.400024,825.000000,840.900024,786.557129,1235538
2007-03-02,844.000000,853.000000,827.500000,833.099976,779.261169,640139
2007-03-05,825.000000,825.000000,762.000000,772.900024,722.951538,988480
2007-03-06,790.000000,817.000000,785.000000,791.750000,740.583435,1131567
2007-03-07,797.000000,802.000000,755.049988,774.849976,724.775513,765263
2007-03-08,787.000000,798.000000,757.150024,792.349976,741.144653,1021395
2007-03-09,792.000000,815.000000,781.000000,787.200012,736.327454,985053
2007-03-12,789.799988,806.900024,788.000000,797.099976,745.587708,685011
2007-03-13,800.000000,808.250000,791.349976,801.549988,749.750061,746586
2007-03-14,791.000000,809.900024,768.000000,791.750000,740.583435,1165193
2007-03-15,804.099976,815.000000,791.000000,796.150024,744.699097,991159
2007-03-16,798.000000,804.099976,770.099976,780.099976,729.686157,596137
2007-03-19,786.000000,794.900024,762.200012,788.849976,737.870728,953061
2007-03-20,792.000000,801.250000,782.000000,789.650024,738.619080,2145321
2007-03-21,796.000000,797.000000,785.000000,791.650024,740.489807,1459637
2007-03-22,790.500000,838.500000,790.500000,831.299988,777.577515,1346218
2007-03-23,833.000000,849.000000,818.000000,840.650024,786.323303,1248363
2007-03-26,837.150024,843.900024,815.150024,821.700012,768.597900,991767
2007-03-28,775.250000,829.700012,775.250000,796.650024,745.166748,609221
